ZIP CODE,Geography,Respite Reimbursement Rate ($/hr)
68727,NEBRASKA,31.85
68728,NEBRASKA,31.85
68729,NEBRASKA,31.85
68730,NEBRASKA,31.85
68731,NEBRASKA,31.85
68732,NEBRASKA,31.85
68733,NEBRASKA,31.85
68734,NEBRASKA,31.85
68735,NEBRASKA,31.85
68736,NEBRASKA,31.85
68737,NEBRASKA,31.85
68738,NEBRASKA,31.85
68739,NEBRASKA,31.85
68740,NEBRASKA,31.85
68741,NEBRASKA,31.85
68742,NEBRASKA,31.85
68743,NEBRASKA,31.85
68745,NEBRASKA,31.85
68746,NEBRASKA,31.85
68747,NEBRASKA,31.85
68748,NEBRASKA,31.85
68749,NEBRASKA,31.85
68751,NEBRASKA,31.85
68752,NEBRASKA,31.85
68753,NEBRASKA,31.85
68755,NEBRASKA,31.85
68756,NEBRASKA,31.85
68757,NEBRASKA,31.85
68758,NEBRASKA,31.85
68759,NEBRASKA,31.85
68760,NEBRASKA,31.85
68761,NEBRASKA,31.85
68763,NEBRASKA,31.85
68764,NEBRASKA,31.85
68765,NEBRASKA,31.85
68766,NEBRASKA,31.85
68767,NEBRASKA,31.85
68768,NEBRASKA,31.85
68769,NEBRASKA,31.85
68770,NEBRASKA,31.85
68771,NEBRASKA,31.85
68772,NEBRASKA,31.85
68773,NEBRASKA,31.85
68774,NEBRASKA,31.85
68776,NEBRASKA,31.85
68777,NEBRASKA,31.85
68778,NEBRASKA,31.85
68779,NEBRASKA,31.85
68780,NEBRASKA,31.85
68781,NEBRASKA,31.85
68783,NEBRASKA,31.85
68784,NEBRASKA,31.85
68785,NEBRASKA,31.85
68786,NEBRASKA,31.85
68787,NEBRASKA,31.85
68788,NEBRASKA,31.85
68789,NEBRASKA,31.85
68790,NEBRASKA,31.85
68791,NEBRASKA,31.85
68792,NEBRASKA,31.85
68801,NEBRASKA,31.85
68802,NEBRASKA,31.85
68803,NEBRASKA,31.85
68810,NEBRASKA,31.85
68812,NEBRASKA,31.85
68813,NEBRASKA,31.85
68814,NEBRASKA,31.85
68815,NEBRASKA,31.85
68816,NEBRASKA,31.85
68817,NEBRASKA,31.85
68818,NEBRASKA,31.85
68819,NEBRASKA,31.85
68820,NEBRASKA,31.85
68821,NEBRASKA,31.85
68822,NEBRASKA,31.85
68823,NEBRASKA,31.85
68824,NEBRASKA,31.85
68825,NEBRASKA,31.85
68826,NEBRASKA,31.85
68827,NEBRASKA,31.85
68828,NEBRASKA,31.85
68831,NEBRASKA,31.85
68832,NEBRASKA,31.85
68833,NEBRASKA,31.85
68834,NEBRASKA,31.85
68835,NEBRASKA,31.85
68836,NEBRASKA,31.85
68837,NEBRASKA,31.85
68838,NEBRASKA,31.85
68840,NEBRASKA,31.85
68841,NEBRASKA,31.85
68842,NEBRASKA,31.85
68843,NEBRASKA,31.85
68844,NEBRASKA,31.85
68845,NEBRASKA,31.85
68846,NEBRASKA,31.85
68847,NEBRASKA,31.85
68848,NEBRASKA,31.85
68849,NEBRASKA,31.85
68850,NEBRASKA,31.85
68852,NEBRASKA,31.85
68853,NEBRASKA,31.85
68854,NEBRASKA,31.85
68855,NEBRASKA,31.85
68856,NEBRASKA,31.85
68858,NEBRASKA,31.85
68859,NEBRASKA,31.85
68860,NEBRASKA,31.85
68861,NEBRASKA,31.85
68862,NEBRASKA,31.85
68863,NEBRASKA,31.85
68864,NEBRASKA,31.85
68865,NEBRASKA,31.85
68866,NEBRASKA,31.85
68869,NEBRASKA,31.85
68870,NEBRASKA,31.85
68871,NEBRASKA,31.85
68872,NEBRASKA,31.85
68873,NEBRASKA,31.85
68874,NEBRASKA,31.85
68875,NEBRASKA,31.85
68876,NEBRASKA,31.85
68878,NEBRASKA,31.85
68879,NEBRASKA,31.85
68880,NEBRASKA,31.85
68881,NEBRASKA,31.85
68882,NEBRASKA,31.85
68883,NEBRASKA,31.85
68901,NEBRASKA,31.85
68902,NEBRASKA,31.85
68920,NEBRASKA,31.85
68922,NEBRASKA,31.85
68923,NEBRASKA,31.85
68924,NEBRASKA,31.85
68925,NEBRASKA,31.85
68926,NEBRASKA,31.85
68927,NEBRASKA,31.85
68928,NEBRASKA,31.85
68929,NEBRASKA,31.85
68930,NEBRASKA,31.85
68932,NEBRASKA,31.85
68933,NEBRASKA,31.85
68934,NEBRASKA,31.85
68935,NEBRASKA,31.85
68936,NEBRASKA,31.85
68937,NEBRASKA,31.85
68938,NEBRASKA,31.85
68939,NEBRASKA,31.85
68940,NEBRASKA,31.85
68941,NEBRASKA,31.85
68942,NEBRASKA,31.85
68943,NEBRASKA,31.85
68944,NEBRASKA,31.85
68945,NEBRASKA,31.85
68946,NEBRASKA,31.85
68947,NEBRASKA,31.85
68948,NEBRASKA,31.85
68949,NEBRASKA,31.85
68950,NEBRASKA,31.85
68952,NEBRASKA,31.85
68954,NEBRASKA,31.85
68955,NEBRASKA,31.85
68956,NEBRASKA,31.85
68957,NEBRASKA,31.85
68958,NEBRASKA,31.85
68959,NEBRASKA,31.85
68960,NEBRASKA,31.85
68961,NEBRASKA,31.85
68963,NEBRASKA,31.85
68964,NEBRASKA,31.85
68966,NEBRASKA,31.85
68967,NEBRASKA,31.85
68969,NEBRASKA,31.85
68970,NEBRASKA,31.85
68971,NEBRASKA,31.85
68972,NEBRASKA,31.85
68973,NEBRASKA,31.85
68974,NEBRASKA,31.85
68975,NEBRASKA,31.85
68976,NEBRASKA,31.85
68977,NEBRASKA,31.85
68978,NEBRASKA,31.85
68979,NEBRASKA,31.85
68980,NEBRASKA,31.85
68981,NEBRASKA,31.85
68982,NEBRASKA,31.85
69001,NEBRASKA,31.85
69020,NEBRASKA,31.85
69021,NEBRASKA,31.85
69022,NEBRASKA,31.85
69023,NEBRASKA,31.85
69024,NEBRASKA,31.85
69025,NEBRASKA,31.85
69026,NEBRASKA,31.85
69027,NEBRASKA,31.85
69028,NEBRASKA,31.85
69029,NEBRASKA,31.85
69030,NEBRASKA,31.85
69031,NEBRASKA,31.85
69032,NEBRASKA,31.85
69033,NEBRASKA,31.85
69034,NEBRASKA,31.85
69036,NEBRASKA,31.85
69037,NEBRASKA,31.85
69038,NEBRASKA,31.85
69039,NEBRASKA,31.85
69040,NEBRASKA,31.85
69041,NEBRASKA,31.85
69042,NEBRASKA,31.85
69043,NEBRASKA,31.85
69044,NEBRASKA,31.85
69045,NEBRASKA,31.85
69046,NEBRASKA,31.85
69101,NEBRASKA,31.85
69103,NEBRASKA,31.85
69120,NEBRASKA,31.85
69121,NEBRASKA,31.85
69122,NEBRASKA,31.85
69123,NEBRASKA,31.85
69125,NEBRASKA,31.85
69127,NEBRASKA,31.85
69128,NEBRASKA,31.85
69129,NEBRASKA,31.85
69130,NEBRASKA,31.85
69131,NEBRASKA,31.85
69132,NEBRASKA,31.85
69133,NEBRASKA,31.85
69134,NEBRASKA,31.85
69135,NEBRASKA,31.85
69138,NEBRASKA,31.85
69140,NEBRASKA,31.85
69141,NEBRASKA,31.85
69142,NEBRASKA,31.85
69143,NEBRASKA,31.85
69144,NEBRASKA,31.85
69145,NEBRASKA,31.85
69146,NEBRASKA,31.85
69147,NEBRASKA,31.85
69148,NEBRASKA,31.85
69149,NEBRASKA,31.85
69150,NEBRASKA,31.85
69151,NEBRASKA,31.85
69152,NEBRASKA,31.85
69153,NEBRASKA,31.85
69154,NEBRASKA,31.85
69155,NEBRASKA,31.85
69156,NEBRASKA,31.85
69157,NEBRASKA,31.85
69160,NEBRASKA,31.85
69161,NEBRASKA,31.85
69162,NEBRASKA,31.85
69163,NEBRASKA,31.85
69165,NEBRASKA,31.85
69166,NEBRASKA,31.85
69167,NEBRASKA,31.85
69168,NEBRASKA,31.85
69169,NEBRASKA,31.85
69170,NEBRASKA,31.85
69171,NEBRASKA,31.85
69190,NEBRASKA,31.85
69201,NEBRASKA,31.85
69210,NEBRASKA,31.85
69211,NEBRASKA,31.85
69212,NEBRASKA,31.85
69214,NEBRASKA,31.85
69216,NEBRASKA,31.85
69217,NEBRASKA,31.85
69218,NEBRASKA,31.85
69219,NEBRASKA,31.85
69220,NEBRASKA,31.85
69221,NEBRASKA,31.85
69301,NEBRASKA,31.85
69331,NEBRASKA,31.85
69333,NEBRASKA,31.85
69334,NEBRASKA,31.85
69335,NEBRASKA,31.85
69336,NEBRASKA,31.85
69337,NEBRASKA,31.85
69339,NEBRASKA,31.85
69340,NEBRASKA,31.85
69341,NEBRASKA,31.85
69343,NEBRASKA,31.85
69345,NEBRASKA,31.85
69346,NEBRASKA,31.85
69347,NEBRASKA,31.85
69348,NEBRASKA,31.85
69349,NEBRASKA,31.85
69350,NEBRASKA,31.85
69351,NEBRASKA,31.85
69352,NEBRASKA,31.85
69353,NEBRASKA,31.85
69354,NEBRASKA,31.85
69355,NEBRASKA,31.85
69356,NEBRASKA,31.85
69357,NEBRASKA,31.85
69358,NEBRASKA,31.85
69360,NEBRASKA,31.85
69361,NEBRASKA,31.85
69363,NEBRASKA,31.85
69365,NEBRASKA,31.85
69366,NEBRASKA,31.85
69367,NEBRASKA,31.85
210,NEW HAMPSHIRE,34.94
211,NEW HAMPSHIRE,34.94
212,NEW HAMPSHIRE,34.94
213,NEW HAMPSHIRE,34.94
214,NEW HAMPSHIRE,34.94
215,NEW HAMPSHIRE,34.94
3031,NEW HAMPSHIRE,34.94
3032,NEW HAMPSHIRE,34.94
3033,NEW HAMPSHIRE,34.94
3034,NEW HAMPSHIRE,34.94
3036,NEW HAMPSHIRE,34.94
3037,NEW HAMPSHIRE,34.94
3038,NEW HAMPSHIRE,34.94
3040,NEW HAMPSHIRE,34.94
3041,NEW HAMPSHIRE,34.94
3042,NEW HAMPSHIRE,34.94
3043,NEW HAMPSHIRE,34.94
3044,NEW HAMPSHIRE,34.94
3045,NEW HAMPSHIRE,34.94
3046,NEW HAMPSHIRE,34.94
3047,NEW HAMPSHIRE,34.94
3048,NEW HAMPSHIRE,34.94
3049,NEW HAMPSHIRE,34.94
3051,NEW HAMPSHIRE,34.94
3052,NEW HAMPSHIRE,34.94
3053,NEW HAMPSHIRE,34.94
3054,NEW HAMPSHIRE,34.94
3055,NEW HAMPSHIRE,34.94
3057,NEW HAMPSHIRE,34.94
3060,NEW HAMPSHIRE,34.94
3061,NEW HAMPSHIRE,34.94
3062,NEW HAMPSHIRE,34.94
3063,NEW HAMPSHIRE,34.94
3064,NEW HAMPSHIRE,34.94
3070,NEW HAMPSHIRE,34.94
3071,NEW HAMPSHIRE,34.94
3073,NEW HAMPSHIRE,34.94
3076,NEW HAMPSHIRE,34.94
3077,NEW HAMPSHIRE,34.94
3079,NEW HAMPSHIRE,34.94
3082,NEW HAMPSHIRE,34.94
3084,NEW HAMPSHIRE,34.94
3086,NEW HAMPSHIRE,34.94
3087,NEW HAMPSHIRE,34.94
3101,NEW HAMPSHIRE,34.94
3102,NEW HAMPSHIRE,34.94
3103,NEW HAMPSHIRE,34.94
3104,NEW HAMPSHIRE,34.94
3105,NEW HAMPSHIRE,34.94
3106,NEW HAMPSHIRE,34.94
3107,NEW HAMPSHIRE,34.94
3108,NEW HAMPSHIRE,34.94
3109,NEW HAMPSHIRE,34.94
3110,NEW HAMPSHIRE,34.94
3111,NEW HAMPSHIRE,34.94
3215,NEW HAMPSHIRE,34.94
3216,NEW HAMPSHIRE,34.94
3217,NEW HAMPSHIRE,34.94
3218,NEW HAMPSHIRE,34.94
3220,NEW HAMPSHIRE,34.94
3221,NEW HAMPSHIRE,34.94
3222,NEW HAMPSHIRE,34.94
3223,NEW HAMPSHIRE,34.94
3224,NEW HAMPSHIRE,34.94
3225,NEW HAMPSHIRE,34.94
3226,NEW HAMPSHIRE,34.94
3227,NEW HAMPSHIRE,34.94
3229,NEW HAMPSHIRE,34.94
3230,NEW HAMPSHIRE,34.94
3231,NEW HAMPSHIRE,34.94
3232,NEW HAMPSHIRE,34.94
3233,NEW HAMPSHIRE,34.94
3234,NEW HAMPSHIRE,34.94
3235,NEW HAMPSHIRE,34.94
3237,NEW HAMPSHIRE,34.94
3238,NEW HAMPSHIRE,34.94
3240,NEW HAMPSHIRE,34.94
3241,NEW HAMPSHIRE,34.94
3242,NEW HAMPSHIRE,34.94
3243,NEW HAMPSHIRE,34.94
3244,NEW HAMPSHIRE,34.94
3245,NEW HAMPSHIRE,34.94
3246,NEW HAMPSHIRE,34.94
3247,NEW HAMPSHIRE,34.94
3249,NEW HAMPSHIRE,34.94
3251,NEW HAMPSHIRE,34.94
3252,NEW HAMPSHIRE,34.94
3253,NEW HAMPSHIRE,34.94
3254,NEW HAMPSHIRE,34.94
3255,NEW HAMPSHIRE,34.94
3256,NEW HAMPSHIRE,34.94
3257,NEW HAMPSHIRE,34.94
3258,NEW HAMPSHIRE,34.94
3259,NEW HAMPSHIRE,34.94
3260,NEW HAMPSHIRE,34.94
3261,NEW HAMPSHIRE,34.94
3262,NEW HAMPSHIRE,34.94
3263,NEW HAMPSHIRE,34.94
3264,NEW HAMPSHIRE,34.94
3266,NEW HAMPSHIRE,34.94
3268,NEW HAMPSHIRE,34.94
3269,NEW HAMPSHIRE,34.94
3272,NEW HAMPSHIRE,34.94
3273,NEW HAMPSHIRE,34.94
3274,NEW HAMPSHIRE,34.94
3275,NEW HAMPSHIRE,34.94
3276,NEW HAMPSHIRE,34.94
3278,NEW HAMPSHIRE,34.94
3279,NEW HAMPSHIRE,34.94
3280,NEW HAMPSHIRE,34.94
3281,NEW HAMPSHIRE,34.94
3282,NEW HAMPSHIRE,34.94
3284,NEW HAMPSHIRE,34.94
3285,NEW HAMPSHIRE,34.94
3287,NEW HAMPSHIRE,34.94
3289,NEW HAMPSHIRE,34.94
3290,NEW HAMPSHIRE,34.94
3291,NEW HAMPSHIRE,34.94
3293,NEW HAMPSHIRE,34.94
3298,NEW HAMPSHIRE,34.94
3299,NEW HAMPSHIRE,34.94
3301,NEW HAMPSHIRE,34.94
3302,NEW HAMPSHIRE,34.94
3303,NEW HAMPSHIRE,34.94
3304,NEW HAMPSHIRE,34.94
3305,NEW HAMPSHIRE,34.94
3307,NEW HAMPSHIRE,34.94
3431,NEW HAMPSHIRE,34.94
3435,NEW HAMPSHIRE,34.94
3440,NEW HAMPSHIRE,34.94
3441,NEW HAMPSHIRE,34.94
3442,NEW HAMPSHIRE,34.94
3443,NEW HAMPSHIRE,34.94
3444,NEW HAMPSHIRE,34.94
3445,NEW HAMPSHIRE,34.94
3446,NEW HAMPSHIRE,34.94
3447,NEW HAMPSHIRE,34.94
3448,NEW HAMPSHIRE,34.94
3449,NEW HAMPSHIRE,34.94
3450,NEW HAMPSHIRE,34.94
3451,NEW HAMPSHIRE,34.94
3452,NEW HAMPSHIRE,34.94
3455,NEW HAMPSHIRE,34.94
3456,NEW HAMPSHIRE,34.94
3457,NEW HAMPSHIRE,34.94
3458,NEW HAMPSHIRE,34.94
3461,NEW HAMPSHIRE,34.94
3462,NEW HAMPSHIRE,34.94
3464,NEW HAMPSHIRE,34.94
3465,NEW HAMPSHIRE,34.94
3466,NEW HAMPSHIRE,34.94
3467,NEW HAMPSHIRE,34.94
3468,NEW HAMPSHIRE,34.94
3469,NEW HAMPSHIRE,34.94
3470,NEW HAMPSHIRE,34.94
3561,NEW HAMPSHIRE,34.94
3570,NEW HAMPSHIRE,34.94
3574,NEW HAMPSHIRE,34.94
3575,NEW HAMPSHIRE,34.94
3576,NEW HAMPSHIRE,34.94
3579,NEW HAMPSHIRE,34.94
3580,NEW HAMPSHIRE,34.94
3581,NEW HAMPSHIRE,34.94
3582,NEW HAMPSHIRE,34.94
3583,NEW HAMPSHIRE,34.94
3584,NEW HAMPSHIRE,34.94
3585,NEW HAMPSHIRE,34.94
3586,NEW HAMPSHIRE,34.94
3587,NEW HAMPSHIRE,34.94
3588,NEW HAMPSHIRE,34.94
3589,NEW HAMPSHIRE,34.94
3590,NEW HAMPSHIRE,34.94
3592,NEW HAMPSHIRE,34.94
3593,NEW HAMPSHIRE,34.94
3595,NEW HAMPSHIRE,34.94
3597,NEW HAMPSHIRE,34.94
3598,NEW HAMPSHIRE,34.94
3601,NEW HAMPSHIRE,34.94
3602,NEW HAMPSHIRE,34.94
3603,NEW HAMPSHIRE,34.94
3604,NEW HAMPSHIRE,34.94
3605,NEW HAMPSHIRE,34.94
3607,NEW HAMPSHIRE,34.94
3608,NEW HAMPSHIRE,34.94
3609,NEW HAMPSHIRE,34.94
3740,NEW HAMPSHIRE,34.94
3741,NEW HAMPSHIRE,34.94
3743,NEW HAMPSHIRE,34.94
3745,NEW HAMPSHIRE,34.94
3746,NEW HAMPSHIRE,34.94
3748,NEW HAMPSHIRE,34.94
3749,NEW HAMPSHIRE,34.94
3750,NEW HAMPSHIRE,34.94
3751,NEW HAMPSHIRE,34.94
3752,NEW HAMPSHIRE,34.94
3753,NEW HAMPSHIRE,34.94
3754,NEW HAMPSHIRE,34.94
3755,NEW HAMPSHIRE,34.94
3756,NEW HAMPSHIRE,34.94
3765,NEW HAMPSHIRE,34.94
3766,NEW HAMPSHIRE,34.94
3768,NEW HAMPSHIRE,34.94
3769,NEW HAMPSHIRE,34.94
3770,NEW HAMPSHIRE,34.94
3771,NEW HAMPSHIRE,34.94
3773,NEW HAMPSHIRE,34.94
3774,NEW HAMPSHIRE,34.94
3777,NEW HAMPSHIRE,34.94
3779,NEW HAMPSHIRE,34.94
3780,NEW HAMPSHIRE,34.94
3781,NEW HAMPSHIRE,34.94
3782,NEW HAMPSHIRE,34.94
3784,NEW HAMPSHIRE,34.94
3785,NEW HAMPSHIRE,34.94
3801,NEW HAMPSHIRE,34.94
3802,NEW HAMPSHIRE,34.94
3803,NEW HAMPSHIRE,34.94
3804,NEW HAMPSHIRE,34.94
3805,NEW HAMPSHIRE,34.94
3809,NEW HAMPSHIRE,34.94
3810,NEW HAMPSHIRE,34.94
3811,NEW HAMPSHIRE,34.94
3812,NEW HAMPSHIRE,34.94
3813,NEW HAMPSHIRE,34.94
3814,NEW HAMPSHIRE,34.94
3815,NEW HAMPSHIRE,34.94
3816,NEW HAMPSHIRE,34.94
3817,NEW HAMPSHIRE,34.94
3818,NEW HAMPSHIRE,34.94
3819,NEW HAMPSHIRE,34.94
3820,NEW HAMPSHIRE,34.94
3821,NEW HAMPSHIRE,34.94
3822,NEW HAMPSHIRE,34.94
3823,NEW HAMPSHIRE,34.94
3824,NEW HAMPSHIRE,34.94
3825,NEW HAMPSHIRE,34.94
3826,NEW HAMPSHIRE,34.94
3827,NEW HAMPSHIRE,34.94
3830,NEW HAMPSHIRE,34.94
3832,NEW HAMPSHIRE,34.94
3833,NEW HAMPSHIRE,34.94
3835,NEW HAMPSHIRE,34.94
3836,NEW HAMPSHIRE,34.94
3837,NEW HAMPSHIRE,34.94
3838,NEW HAMPSHIRE,34.94
3839,NEW HAMPSHIRE,34.94
3840,NEW HAMPSHIRE,34.94
3841,NEW HAMPSHIRE,34.94
3842,NEW HAMPSHIRE,34.94
3843,NEW HAMPSHIRE,34.94
3844,NEW HAMPSHIRE,34.94
3845,NEW HAMPSHIRE,34.94
3846,NEW HAMPSHIRE,34.94
3847,NEW HAMPSHIRE,34.94
3848,NEW HAMPSHIRE,34.94
3849,NEW HAMPSHIRE,34.94
3850,NEW HAMPSHIRE,34.94
3851,NEW HAMPSHIRE,34.94
3852,NEW HAMPSHIRE,34.94
3853,NEW HAMPSHIRE,34.94
3854,NEW HAMPSHIRE,34.94
3855,NEW HAMPSHIRE,34.94
3856,NEW HAMPSHIRE,34.94
3857,NEW HAMPSHIRE,34.94
3858,NEW HAMPSHIRE,34.94
3859,NEW HAMPSHIRE,34.94
3860,NEW HAMPSHIRE,34.94
3861,NEW HAMPSHIRE,34.94
3862,NEW HAMPSHIRE,34.94
3864,NEW HAMPSHIRE,34.94
3865,NEW HAMPSHIRE,34.94
3866,NEW HAMPSHIRE,34.94
3867,NEW HAMPSHIRE,34.94
3868,NEW HAMPSHIRE,34.94
3869,NEW HAMPSHIRE,34.94
3870,NEW HAMPSHIRE,34.94
3871,NEW HAMPSHIRE,34.94
3872,NEW HAMPSHIRE,34.94
3873,NEW HAMPSHIRE,34.94
3874,NEW HAMPSHIRE,34.94
3875,NEW HAMPSHIRE,34.94
3878,NEW HAMPSHIRE,34.94
3882,NEW HAMPSHIRE,34.94
3883,NEW HAMPSHIRE,34.94
3884,NEW HAMPSHIRE,34.94
3885,NEW HAMPSHIRE,34.94
3886,NEW HAMPSHIRE,34.94
3887,NEW HAMPSHIRE,34.94
3890,NEW HAMPSHIRE,34.94
3894,NEW HAMPSHIRE,34.94
3896,NEW HAMPSHIRE,34.94
3897,NEW HAMPSHIRE,34.94
7001,NORTHERN NJ,38.54
7002,NORTHERN NJ,38.54
7003,NORTHERN NJ,38.54
7004,NORTHERN NJ,38.54
7005,NORTHERN NJ,38.54
7006,NORTHERN NJ,38.54
7007,NORTHERN NJ,38.54
7008,NORTHERN NJ,38.54
7009,NORTHERN NJ,38.54
7010,NORTHERN NJ,38.54
7011,NORTHERN NJ,38.54
7012,NORTHERN NJ,38.54
7013,NORTHERN NJ,38.54
7014,NORTHERN NJ,38.54
7015,NORTHERN NJ,38.54
7016,NORTHERN NJ,38.54
7017,NORTHERN NJ,38.54
7018,NORTHERN NJ,38.54
7019,NORTHERN NJ,38.54
7020,NORTHERN NJ,38.54
7021,NORTHERN NJ,38.54
7022,NORTHERN NJ,38.54
7023,NORTHERN NJ,38.54
7024,NORTHERN NJ,38.54
7026,NORTHERN NJ,38.54
7027,NORTHERN NJ,38.54
7028,NORTHERN NJ,38.54
7029,NORTHERN NJ,38.54
7030,NORTHERN NJ,38.54
7031,NORTHERN NJ,38.54
7032,NORTHERN NJ,38.54
7033,NORTHERN NJ,38.54
7034,NORTHERN NJ,38.54
7035,NORTHERN NJ,38.54
7036,NORTHERN NJ,38.54
7039,NORTHERN NJ,38.54
7040,NORTHERN NJ,38.54
7041,NORTHERN NJ,38.54
7042,NORTHERN NJ,38.54
7043,NORTHERN NJ,38.54
7044,NORTHERN NJ,38.54
7045,NORTHERN NJ,38.54
7046,NORTHERN NJ,38.54
7047,NORTHERN NJ,38.54
7050,NORTHERN NJ,38.54
7051,NORTHERN NJ,38.54
7052,NORTHERN NJ,38.54
7054,NORTHERN NJ,38.54
7055,NORTHERN NJ,38.54
7057,NORTHERN NJ,38.54
7058,NORTHERN NJ,38.54
7059,NORTHERN NJ,38.54
7060,NORTHERN NJ,38.54
7061,NORTHERN NJ,38.54
7062,NORTHERN NJ,38.54
7063,NORTHERN NJ,38.54
7064,NORTHERN NJ,38.54
7065,NORTHERN NJ,38.54
7066,NORTHERN NJ,38.54
7067,NORTHERN NJ,38.54
7068,NORTHERN NJ,38.54
7069,NORTHERN NJ,38.54
7070,NORTHERN NJ,38.54
7071,NORTHERN NJ,38.54
7072,NORTHERN NJ,38.54
7073,NORTHERN NJ,38.54
7074,NORTHERN NJ,38.54
7075,NORTHERN NJ,38.54
7076,NORTHERN NJ,38.54
7077,NORTHERN NJ,38.54
7078,NORTHERN NJ,38.54
7079,NORTHERN NJ,38.54
7080,NORTHERN NJ,38.54
7081,NORTHERN NJ,38.54
7082,NORTHERN NJ,38.54
7083,NORTHERN NJ,38.54
7086,NORTHERN NJ,38.54
7087,NORTHERN NJ,38.54
7088,NORTHERN NJ,38.54
7090,NORTHERN NJ,38.54
7091,NORTHERN NJ,38.54
7092,NORTHERN NJ,38.54
7093,NORTHERN NJ,38.54
7094,NORTHERN NJ,38.54
7095,NORTHERN NJ,38.54
7096,NORTHERN NJ,38.54
7097,NORTHERN NJ,38.54
7099,NORTHERN NJ,38.54
7101,NORTHERN NJ,38.54
7102,NORTHERN NJ,38.54
7103,NORTHERN NJ,38.54
7104,NORTHERN NJ,38.54
7105,NORTHERN NJ,38.54
7106,NORTHERN NJ,38.54
7107,NORTHERN NJ,38.54
7108,NORTHERN NJ,38.54
7109,NORTHERN NJ,38.54
7110,NORTHERN NJ,38.54
7111,NORTHERN NJ,38.54
7112,NORTHERN NJ,38.54
7114,NORTHERN NJ,38.54
7175,NORTHERN NJ,38.54
7182,NORTHERN NJ,38.54
7184,NORTHERN NJ,38.54
7188,NORTHERN NJ,38.54
7189,NORTHERN NJ,38.54
7191,NORTHERN NJ,38.54
7192,NORTHERN NJ,38.54
7193,NORTHERN NJ,38.54
7194,NORTHERN NJ,38.54
7195,NORTHERN NJ,38.54
7197,NORTHERN NJ,38.54
7198,NORTHERN NJ,38.54
7199,NORTHERN NJ,38.54
7201,NORTHERN NJ,38.54
7202,NORTHERN NJ,38.54
7203,NORTHERN NJ,38.54
7204,NORTHERN NJ,38.54
7205,NORTHERN NJ,38.54
7206,NORTHERN NJ,38.54
7207,NORTHERN NJ,38.54
7208,NORTHERN NJ,38.54
7215,NORTHERN NJ,38.54
7216,NORTHERN NJ,38.54
7302,NORTHERN NJ,38.54
7303,NORTHERN NJ,38.54
7304,NORTHERN NJ,38.54
7305,NORTHERN NJ,38.54
7306,NORTHERN NJ,38.54
7307,NORTHERN NJ,38.54
7308,NORTHERN NJ,38.54
7309,NORTHERN NJ,38.54
7310,NORTHERN NJ,38.54
7311,NORTHERN NJ,38.54
7390,NORTHERN NJ,38.54
7395,NORTHERN NJ,38.54
7399,NORTHERN NJ,38.54
7401,NORTHERN NJ,38.54
7403,NORTHERN NJ,38.54
7405,NORTHERN NJ,38.54
7407,NORTHERN NJ,38.54
7410,NORTHERN NJ,38.54
7416,NORTHERN NJ,38.54
7417,NORTHERN NJ,38.54
7418,NORTHERN NJ,38.54
7419,NORTHERN NJ,38.54
7420,NORTHERN NJ,38.54
7421,NORTHERN NJ,38.54
7422,NORTHERN NJ,38.54
7423,NORTHERN NJ,38.54
7424,NORTHERN NJ,38.54
7428,NORTHERN NJ,38.54
7430,NORTHERN NJ,38.54
7432,NORTHERN NJ,38.54
7435,NORTHERN NJ,38.54
7436,NORTHERN NJ,38.54
7438,NORTHERN NJ,38.54
7439,NORTHERN NJ,38.54
7440,NORTHERN NJ,38.54
7442,NORTHERN NJ,38.54
7444,NORTHERN NJ,38.54
7446,NORTHERN NJ,38.54
7450,NORTHERN NJ,38.54
7451,NORTHERN NJ,38.54
7452,NORTHERN NJ,38.54
7456,NORTHERN NJ,38.54
7457,NORTHERN NJ,38.54
7458,NORTHERN NJ,38.54
7460,NORTHERN NJ,38.54
7461,NORTHERN NJ,38.54
7462,NORTHERN NJ,38.54
7463,NORTHERN NJ,38.54
7465,NORTHERN NJ,38.54
7470,NORTHERN NJ,38.54
7474,NORTHERN NJ,38.54
7477,NORTHERN NJ,38.54
7480,NORTHERN NJ,38.54
7481,NORTHERN NJ,38.54
7495,NORTHERN NJ,38.54
7498,NORTHERN NJ,38.54
7501,NORTHERN NJ,38.54
7502,NORTHERN NJ,38.54
7503,NORTHERN NJ,38.54
7504,NORTHERN NJ,38.54
7505,NORTHERN NJ,38.54
7506,NORTHERN NJ,38.54
7507,NORTHERN NJ,38.54
7508,NORTHERN NJ,38.54
7509,NORTHERN NJ,38.54
7510,NORTHERN NJ,38.54
7511,NORTHERN NJ,38.54
7512,NORTHERN NJ,38.54
7513,NORTHERN NJ,38.54
7514,NORTHERN NJ,38.54
7522,NORTHERN NJ,38.54
7524,NORTHERN NJ,38.54
7530,NORTHERN NJ,38.54
7533,NORTHERN NJ,38.54
7538,NORTHERN NJ,38.54
7543,NORTHERN NJ,38.54
7544,NORTHERN NJ,38.54
7601,NORTHERN NJ,38.54
7602,NORTHERN NJ,38.54
7603,NORTHERN NJ,38.54
7604,NORTHERN NJ,38.54
7605,NORTHERN NJ,38.54
7606,NORTHERN NJ,38.54
7607,NORTHERN NJ,38.54
7608,NORTHERN NJ,38.54
7620,NORTHERN NJ,38.54
7621,NORTHERN NJ,38.54
7624,NORTHERN NJ,38.54
